product_name,price,description,image_url,lost_description,image_path,category,searchable_text
ThinkPad X230,$1244.99,"12.5"", Core i5 2.6GHz, 8GB, 180GB SSD, Win7 Pro 64bit",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my thinkpad x230 while commuting this morning.,images/product_10_0.jpg,electronics,"ThinkPad X230 12.5"", Core i5 2.6GHz, 8GB, 180GB SSD, Win7 Pro 64bit I lost my thinkpad x230 while commuting this morning. electronics"
Lenovo V110-15...,$321.94,"Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A lenovo v110-15... was reported missing near the main gate.,images/product_32_0.jpg,electronics,"Lenovo V110-15... Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home A lenovo v110-15... was reported missing near the main gate. electronics"
Iphone,$899.99,White,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my iphone in the lecture hall.,images/product_144_0.jpg,phone,Iphone White I think I left my iphone in the lecture hall. phone
Lenovo V110-15...,$321.94,"Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A lenovo v110-15... was reported missing near the main gate.,images/product_32_0.jpg,electronics,"Lenovo V110-15... Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home A lenovo v110-15... was reported missing near the main gate. electronics"
Galaxy Tab 4,$233.99,"LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A galaxy tab 4 was reported missing near the main gate.,images/product_128_0.jpg,electronics,"Galaxy Tab 4 LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black A galaxy tab 4 was reported missing near the main gate. electronics"
Iconia B1-730H...,$99.99,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My iconia b1-730h... went missing near the campus cafeteria.,images/product_134_0.jpg,electronics,"Iconia B1-730H... Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4 My iconia b1-730h... went missing near the campus cafeteria. electronics"
iPad Mini Reti...,$537.99,"Wi-Fi + Cellular, 32GB, Silver",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my ipad mini reti... in the lecture hall.,images/product_121_0.jpg,electronics,"iPad Mini Reti... Wi-Fi + Cellular, 32GB, Silver I think I left my ipad mini reti... in the lecture hall. electronics"
Lenovo V510 Bl...,$487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A lenovo v510 bl... was reported missing near the main gate.,images/product_58_0.jpg,electronics,"Lenovo V510 Bl... Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home A lenovo v510 bl... was reported missing near the main gate. electronics"
Apple iPad Air,$603.99,"Wi-Fi, 64GB, Silver",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My apple ipad air went missing near the campus cafeteria.,images/product_137_0.jpg,electronics,"Apple iPad Air Wi-Fi, 64GB, Silver My apple ipad air went missing near the campus cafeteria. electronics"
Acer Aspire ES...,$485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my acer aspire es... in the lecture hall.,images/product_57_0.jpg,electronics,"Acer Aspire ES... Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux I think I left my acer aspire es... in the lecture hall. electronics"
Dell Vostro 15,$488.78,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my dell vostro 15 somewhere in the library.,images/product_15_0.jpg,electronics,"Dell Vostro 15 Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux I misplaced my dell vostro 15 somewhere in the library. electronics"
Aspire E1-572G,$581.99,"15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my aspire e1-572g while commuting this morning.,images/product_5_0.jpg,electronics,"Aspire E1-572G 15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1 I lost my aspire e1-572g while commuting this morning. electronics"
Asus VivoBook...,$410.66,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my asus vivobook... somewhere in the library.,images/product_45_0.jpg,electronics,"Asus VivoBook... Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd I misplaced my asus vivobook... somewhere in the library. electronics"
IdeaTab A3500-...,$148.99,"Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a ideatab a3500-... near the hostel area.,images/product_124_0.jpg,electronics,"IdeaTab A3500-... Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2 Someone might have seen a ideatab a3500-... near the hostel area. electronics"
Lenovo IdeaTab,$69.99,"7"" screen, Android",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo ideatab near the bus stop yesterday evening.,images/product_117_0.jpg,electronics,"Lenovo IdeaTab 7"" screen, Android I lost my lenovo ideatab near the bus stop yesterday evening. electronics"
Packard 255 G2,$416.99,"15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my packard 255 g2 while commuting this morning.,images/product_0_0.jpg,electronics,"Packard 255 G2 15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1 I lost my packard 255 g2 while commuting this morning. electronics"
IdeaTab A8-50,$121.99,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my ideatab a8-50 in the lecture hall.,images/product_135_0.jpg,electronics,"IdeaTab A8-50 Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2 I think I left my ideatab a8-50 in the lecture hall. electronics"
Toshiba Porteg...,$1154.04,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my toshiba porteg... somewhere in the library.,images/product_84_0.jpg,electronics,"Toshiba Porteg... Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro I misplaced my toshiba porteg... somewhere in the library. electronics"
Asus EeeBook R...,$433.3,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my asus eeebook r... in the lecture hall.,images/product_46_0.jpg,electronics,"Asus EeeBook R... Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd I think I left my asus eeebook r... in the lecture hall. electronics"
Lenovo IdeaTab,$69.99,"7"" screen, Android",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo ideatab near the bus stop yesterday evening.,images/product_117_0.jpg,electronics,"Lenovo IdeaTab 7"" screen, Android I lost my lenovo ideatab near the bus stop yesterday evening. electronics"
Acer Aspire 3...,$494.71,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a acer aspire 3... near the hostel area.,images/product_60_0.jpg,electronics,"Acer Aspire 3... Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home Someone might have seen a acer aspire 3... near the hostel area. electronics"
Acer Nitro 5 A...,$809,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my acer nitro 5 a... in the lecture hall.,images/product_21_0.jpg,electronics,"Acer Nitro 5 A... Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home I think I left my acer nitro 5 a... in the lecture hall. electronics"
Asus VivoBook...,$1235.49,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My asus vivobook... went missing near the campus cafeteria.,images/product_96_0.jpg,electronics,"Asus VivoBook... Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd My asus vivobook... went missing near the campus cafeteria. electronics"
Asus AsusPro A...,$1139.54,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A asus asuspro a... was reported missing near the main gate.,images/product_77_0.jpg,electronics,"Asus AsusPro A... Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG A asus asuspro a... was reported missing near the main gate. electronics"
Aspire E1-510,$306.99,"15.6"", Pentium N3520 2.16GHz, 4GB, 500GB, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A aspire e1-510 was reported missing near the main gate.,images/product_1_0.jpg,electronics,"Aspire E1-510 15.6"", Pentium N3520 2.16GHz, 4GB, 500GB, Linux A aspire e1-510 was reported missing near the main gate. electronics"
Hewlett Packar...,$1326.83,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my hewlett packar... near the parking area.,images/product_106_0.jpg,electronics,"Hewlett Packar... Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro I dropped my hewlett packar... near the parking area. electronics"
ProBook,$739.99,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My probook went missing near the campus cafeteria.,images/product_3_0.jpg,electronics,"ProBook 14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit My probook went missing near the campus cafeteria. electronics"
Dell Latitude...,$1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my dell latitude... somewhere in the library.,images/product_109_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home I misplaced my dell latitude... somewhere in the library. electronics"
Lenovo V110-15...,$465.95,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a lenovo v110-15... near the hostel area.,images/product_53_0.jpg,electronics,"Lenovo V110-15... Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS Someone might have seen a lenovo v110-15... near the hostel area. electronics"
Dell Latitude...,$1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My dell latitude... went missing near the campus cafeteria.,images/product_97_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux My dell latitude... went missing near the campus cafeteria. electronics"
Acer Aspire ES...,$410.46,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my acer aspire es... near the parking area.,images/product_44_0.jpg,electronics,"Acer Aspire ES... Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home I dropped my acer aspire es... near the parking area. electronics"
Acer TravelMat...,$1170.1,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my acer travelmat... while commuting this morning.,images/product_85_0.jpg,electronics,"Acer TravelMat... Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro I lost my acer travelmat... while commuting this morning. electronics"
Acer Aspire A3...,$457.38,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my acer aspire a3... near the bus stop yesterday evening.,images/product_52_0.jpg,electronics,"Acer Aspire A3... Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG I lost my acer aspire a3... near the bus stop yesterday evening. electronics"
Asus VivoBook...,$468.56,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My asus vivobook... went missing near the campus cafeteria.,images/product_54_0.jpg,electronics,"Asus VivoBook... Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd My asus vivobook... went missing near the campus cafeteria. electronics"
Galaxy Tab 3,$107.99,"7"", 8GB, Wi-Fi, Android 4.2, Yellow",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a galaxy tab 3 near the hostel area.,images/product_129_0.jpg,electronics,"Galaxy Tab 3 7"", 8GB, Wi-Fi, Android 4.2, Yellow Someone might have seen a galaxy tab 3 near the hostel area. electronics"
Packard 255 G2,$416.99,"15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my packard 255 g2 while commuting this morning.,images/product_0_0.jpg,electronics,"Packard 255 G2 15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1 I lost my packard 255 g2 while commuting this morning. electronics"
Dell Latitude...,$1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my dell latitude... somewhere in the library.,images/product_109_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home I misplaced my dell latitude... somewhere in the library. electronics"
Lenovo ThinkPa...,$1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo thinkpa... while commuting this morning.,images/product_63_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro I lost my lenovo thinkpa... while commuting this morning. electronics"
Galaxy Note,$399.99,"10.1"", 3G, Android 4.0, Garnet Red",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a galaxy note near the hostel area.,images/product_136_0.jpg,electronics,"Galaxy Note 10.1"", 3G, Android 4.0, Garnet Red Someone might have seen a galaxy note near the hostel area. electronics"
Acer Aspire ES...,$436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my acer aspire es... somewhere in the library.,images/product_48_0.jpg,electronics,"Acer Aspire ES... Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home I misplaced my acer aspire es... somewhere in the library. electronics"
Amazon Kindle,$103.99,"6"" screen, wifi",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A amazon kindle was reported missing near the main gate.,images/product_120_0.jpg,electronics,"Amazon Kindle 6"" screen, wifi A amazon kindle was reported missing near the main gate. electronics"
IdeaTab A3500-...,$148.99,"Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a ideatab a3500-... near the hostel area.,images/product_124_0.jpg,electronics,"IdeaTab A3500-... Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2 Someone might have seen a ideatab a3500-... near the hostel area. electronics"
Sony Xperia,$118.99,"GPS, waterproof",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my sony xperia somewhere in the library.,images/product_142_0.jpg,electronics,"Sony Xperia GPS, waterproof I misplaced my sony xperia somewhere in the library. electronics"
Asus VivoBook...,$399,"Asus VivoBook Max X541NA-GQ041 Black Chocolate, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 500GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my asus vivobook... near the parking area.,images/product_14_0.jpg,electronics,"Asus VivoBook... Asus VivoBook Max X541NA-GQ041 Black Chocolate, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 500GB, Windows 10 Home I dropped my asus vivobook... near the parking area. electronics"
Dell Latitude...,$1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my dell latitude... near the bus stop yesterday evening.,images/product_86_0.jpg,electronics,"Dell Latitude... Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home I lost my dell latitude... near the bus stop yesterday evening. electronics"
Dell Latitude...,$1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my dell latitude... in the lecture hall.,images/product_81_0.jpg,electronics,"Dell Latitude... Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro I think I left my dell latitude... in the lecture hall. electronics"
Acer Aspire 3...,$436.29,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my acer aspire 3... near the bus stop yesterday evening.,images/product_47_0.jpg,electronics,"Acer Aspire 3... Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home I lost my acer aspire 3... near the bus stop yesterday evening. electronics"
Nokia 123,$24.99,7 day battery,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my nokia 123 in the lecture hall.,images/product_138_0.jpg,electronics,Nokia 123 7 day battery I think I left my nokia 123 in the lecture hall. electronics
Acer Aspire A3...,$379.94,"Acer Aspire A315-31-C33J Black 15.6"", HD, Celeron N3350, 4GB DDR3L, 128GB, Windows 10 Home, ENG",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my acer aspire a3... near the parking area.,images/product_36_0.jpg,electronics,"Acer Aspire A3... Acer Aspire A315-31-C33J Black 15.6"", HD, Celeron N3350, 4GB DDR3L, 128GB, Windows 10 Home, ENG I dropped my acer aspire a3... near the parking area. electronics"
MeMO Pad 7,$130.99,"White, 7"", Atom 1.2GHz, 8GB, Android 4.4",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my memo pad 7 near the parking area.,images/product_127_0.jpg,electronics,"MeMO Pad 7 White, 7"", Atom 1.2GHz, 8GB, Android 4.4 I dropped my memo pad 7 near the parking area. electronics"
Iphone,$899.99,Black,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my iphone near the parking area.,images/product_146_0.jpg,phone,Iphone Black I dropped my iphone near the parking area. phone
Acer Aspire 3...,$391.48,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my acer aspire 3... somewhere in the library.,images/product_38_0.jpg,electronics,"Acer Aspire 3... Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home I misplaced my acer aspire 3... somewhere in the library. electronics"
Asus ROG Strix...,$1769,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my asus rog strix... in the lecture hall.,images/product_26_0.jpg,electronics,"Asus ROG Strix... Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home I think I left my asus rog strix... in the lecture hall. electronics"
Acer Aspire 7...,$1123.87,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my acer aspire 7... while commuting this morning.,images/product_73_0.jpg,electronics,"Acer Aspire 7... Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home I lost my acer aspire 7... while commuting this morning. electronics"
Lenovo IdeaPad...,$1212.16,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my lenovo ideapad... somewhere in the library.,images/product_94_0.jpg,electronics,"Lenovo IdeaPad... Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro I misplaced my lenovo ideapad... somewhere in the library. electronics"
Acer Aspire ES...,$436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my acer aspire es... somewhere in the library.,images/product_48_0.jpg,electronics,"Acer Aspire ES... Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home I misplaced my acer aspire es... somewhere in the library. electronics"
Acer Nitro 5 A...,$1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my acer nitro 5 a... near the parking area.,images/product_78_0.jpg,electronics,"Acer Nitro 5 A... Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home I dropped my acer nitro 5 a... near the parking area. electronics"
Aspire E1-510,$306.99,"15.6"", Pentium N3520 2.16GHz, 4GB, 500GB, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A aspire e1-510 was reported missing near the main gate.,images/product_1_0.jpg,electronics,"Aspire E1-510 15.6"", Pentium N3520 2.16GHz, 4GB, 500GB, Linux A aspire e1-510 was reported missing near the main gate. electronics"
Galaxy Tab,$251.99,"16GB, White",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My galaxy tab went missing near the campus cafeteria.,images/product_123_0.jpg,electronics,"Galaxy Tab 16GB, White My galaxy tab went missing near the campus cafeteria. electronics"
Prestigio Smar...,$299,"Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My prestigio smar... went missing near the campus cafeteria.,images/product_30_0.jpg,electronics,"Prestigio Smar... Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam My prestigio smar... went missing near the campus cafeteria. electronics"
Dell Latitude...,$1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A dell latitude... was reported missing near the main gate.,images/product_88_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro A dell latitude... was reported missing near the main gate. electronics"
Acer Spin 5,$564.98,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my acer spin 5 near the bus stop yesterday evening.,images/product_16_0.jpg,electronics,"Acer Spin 5 Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home I lost my acer spin 5 near the bus stop yesterday evening. electronics"
Lenovo Yoga 91...,$1199.73,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my lenovo yoga 91... somewhere in the library.,images/product_92_0.jpg,electronics,"Lenovo Yoga 91... Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home I misplaced my lenovo yoga 91... somewhere in the library. electronics"
Asus ROG Strix...,$1259,"Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my asus rog strix... near the bus stop yesterday evening.,images/product_99_0.jpg,electronics,"Asus ROG Strix... Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd I lost my asus rog strix... near the bus stop yesterday evening. electronics"
